Date,Open,High,Low,Close,Volume,Adj Close,Max,Min,Average
09-10-2008,9261.69043,9448.139648,8579.19043,8579.19043,436740000,8579.19043,0.571859419,0.012321243,0.161265713
10-10-2008,8568.669922,8901.280273,7882.509766,8451.19043,674920000,8451.19043,0.749304414,0.000158941,0.143881519
13-10-2008,8462.419922,9427.990234,8462.179688,9387.610352,399290000,9387.610352,0.983920932,0.000661706,0.220716658
14-10-2008,9388.969727,9794.370117,9085.429688,9310.990234,412740000,9310.990234,0.627261043,0.000103063,0.114271424
15-10-2008,9301.910156,9308.759766,8530.120117,8577.910156,374350000,8577.910156,0.413462639,0.000311969,0.073505271
16-10-2008,8577.040039,9013.269531,8197.669922,8979.259766,422450000,8979.259766,0.933454454,0.032379817,0.427888038
17-10-2008,8975.349609,9281.120117,8718.25,8852.219727,360600000,8852.219727,0.542903483,0.000703679,0.126668036
20-10-2008,8852.299805,9266.629883,8852.219727,9265.429688,241400000,9265.429688,0.909965396,0.000312451,0.269296602
21-10-2008,9262.799805,9284.549805,9004.269531,9033.660156,231160000,9033.660156,0.641672015,0.000426989,0.174758111
22-10-2008,9027.839844,9027.839844,8335.299805,8519.209961,348840000,8519.209961,0.690446436,0.000205163,0.119289707
23-10-2008,8519.769531,8795.990234,8243.549805,8691.25,340740000,8691.25,0.973356724,0.002043078,0.214232856
24-10-2008,8683.209961,8683.209961,8187.47998,8378.950195,335680000,8378.950195,0.653522849,0.001618961,0.205715339
27-10-2008,8375.919922,8599.099609,8143.589844,8175.77002,281180000,8175.77002,0.71678853,0.000888775,0.20048602
28-10-2008,8178.720215,9082.080078,8174.72998,9065.120117,372160000,9065.120117,0.939966857,0.009449385,0.258905915
29-10-2008,9062.330078,9363.320312,8890.290039,8990.959961,316230000,8990.959961,0.706910074,0.001441843,0.129753515
30-10-2008,9004.660156,9266.469727,8976.870117,9180.69043,267210000,9180.69043,0.804492474,0.003196329,0.245073741
31-10-2008,9179.089844,9454.360352,9119.200195,9325.009766,310950000,9325.009766,0.829038024,0.003432296,0.256817928
03-11-2008,9326.040039,9410.549805,9255.480469,9319.830078,180970000,9319.830078,0.830022335,0.000414399,0.172423866
04-11-2008,9323.889648,9653.950195,9323.889648,9625.280273,254930000,9625.280273,0.955696821,0.019838691,0.409205652
05-11-2008,9616.599609,9616.599609,9111.469727,9139.269531,264640000,9139.269531,0.950203896,0.000390008,0.219980082
06-11-2008,9134.009766,9155.44043,8637.169922,8695.790039,344350000,8695.790039,0.958459914,0.000218744,0.180836542
07-11-2008,8696.030273,8961.570312,8696.030273,8943.80957,246300000,8943.80957,0.888245463,0.003880215,0.376404765
10-11-2008,8946.599609,9159.580078,8760.459961,8870.540039,221230000,8870.540039,0.995570481,0.002625236,0.266832215
11-11-2008,8864.320312,8867.910156,8560.709961,8693.959961,257270000,8693.959961,0.923646033,0.013792581,0.28646117
12-11-2008,8684.519531,8684.599609,8265.290039,8282.660156,314660000,8282.660156,0.591552079,0.000149601,0.098163198
13-11-2008,8281.139648,8876.589844,7965.419922,8835.25,476600000,8835.25,0.98598516,0.011446152,0.427862718
14-11-2008,8822.19043,8923.179688,8469.990234,8497.30957,304370000,8497.30957,0.939895868,0.001812378,0.215201725
17-11-2008,8494.839844,8571.299805,8246.889648,8273.580078,278220000,8273.580078,0.988595068,0.001482091,0.251935659
18-11-2008,8273.339844,8477.950195,8105.439941,8424.75,366390000,8424.75,0.996952176,0.01821099,0.439164082
19-11-2008,8420.69043,8504.639648,7987.080078,7997.279785,350470000,7997.279785,0.866912007,0.004099258,0.225082398
20-11-2008,7995.529785,8187.399902,7506.970215,7552.290039,528130000,7552.290039,0.841655016,0.014838367,0.370557741
21-11-2008,7552.370117,8071.75,7449.379883,8046.419922,569010000,8046.419922,0.993417025,0.014983702,0.261944774
24-11-2008,8048.089844,8599.019531,8048.089844,8443.389648,491890000,8443.389648,0.995946229,0.012966949,0.600680836
25-11-2008,8445.139648,8607.379883,8281.459961,8479.469727,374020000,8479.469727,0.999751747,0.030081648,0.732299066
26-11-2008,8464.490234,8726.610352,8311.169922,8726.610352,283920000,8726.610352,0.872471988,0.008942843,0.463361129
28-11-2008,8724.700195,8831.349609,8672.69043,8829.040039,155510000,8829.040039,0.970299602,0.058955729,0.476119867
01-12-2008,8826.889648,8827.049805,8141.359863,8149.089844,321010000,8149.089844,0.652778924,0.000842701,0.247420694
02-12-2008,8153.75,8437.169922,8143.509766,8419.089844,307520000,8419.089844,0.978818655,0.010331795,0.46688005
03-12-2008,8409.139648,8624.19043,8234.150391,8591.69043,294680000,8591.69043,0.992245138,0.0172504,0.499400079
04-12-2008,8587.070312,8631.990234,8259.400391,8376.240234,280880000,8376.240234,0.993824244,0.020989265,0.241041474
05-12-2008,8376.080078,8686.469727,8118.5,8635.419922,346370000,8635.419922,0.97797811,0.023406446,0.24542952
08-12-2008,8637.650391,9026.410156,8637.490234,8934.179688,358970000,8934.179688,0.789752245,0.006011321,0.236339832
09-12-2008,8934.099609,8934.099609,8651.740234,8691.330078,284950000,8691.330078,0.759499848,0.000530772,0.172910856
10-12-2008,8693,8879.219727,8646.330078,8761.419922,232830000,8761.419922,0.721352339,0.000759702,0.235437642
11-12-2008,8750.129883,8809.450195,8512.759766,8565.089844,290540000,8565.089844,0.90334177,0.000293555,0.178225462
12-12-2008,8563.099609,8682.570312,8347.80957,8629.679688,271030000,8629.679688,0.976668537,0.003466889,0.312760537
15-12-2008,8628.80957,8676.280273,8469.030273,8564.530273,229940000,8564.530273,0.84550935,0.001345214,0.217236307
16-12-2008,8565.650391,8958.790039,8565.650391,8924.139648,337190000,8924.139648,0.998134851,0.0066885,0.408776065
17-12-2008,8921.910156,8961.259766,8778.070312,8824.339844,239260000,8824.339844,0.902594328,0.011682428,0.323333467
18-12-2008,8823.94043,8883.360352,8527.410156,8604.990234,274080000,8604.990234,0.929975331,0.004507312,0.362139912
19-12-2008,8606.5,8787.230469,8550.429688,8579.110352,550150000,8579.110352,0.712082982,0.015206662,0.263968222
22-12-2008,8573.370117,8601.410156,8372.019531,8519.69043,211090000,8519.69043,0.93286413,0.000894804,0.139902725
23-12-2008,8518.650391,8604.120117,8391.299805,8419.490234,174640000,8419.490234,0.788980603,0.001366023,0.291366233
24-12-2008,8416.860352,8498.5,8416.860352,8468.480469,66930000,8468.480469,0.955892742,0.002755971,0.22300574
26-12-2008,8468.709961,8533.070312,8461.780273,8515.549805,86760000,8515.549805,0.941557169,0.035187673,0.439632175
29-12-2008,8515.870117,8530.679688,8364.05957,8483.929688,153730000,8483.929688,0.865655005,0.004079837,0.198151323
30-12-2008,8487.509766,8675.240234,8487.509766,8668.389648,162560000,8668.389648,0.999739826,0.001455364,0.412667937
31-12-2008,8666.480469,8842.660156,8664.889648,8776.389648,226760000,8776.389648,0.550721943,0.006043682,0.169223171
02-01-2009,8772.25,9065.280273,8760.780273,9034.69043,213700000,9034.69043,0.923920631,0.002483998,0.240888978
05-01-2009,9027.129883,9034.370117,8892.360352,8952.889648,233760000,8952.889648,0.320555806,0.000180807,0.064515615
06-01-2009,8954.570312,9088.05957,8940.950195,9015.099609,215410000,9015.099609,0.990281701,0.004812814,0.367345841
07-01-2009,8996.94043,8996.94043,8719.919922,8769.700195,266710000,8769.700195,0.732713103,0.000123642,0.143701413
08-01-2009,8769.94043,8770.019531,8651.19043,8742.459961,226620000,8742.459961,0.713318408,0.000561109,0.136290914
09-01-2009,8738.799805,8769.620117,8576.959961,8599.179688,204300000,8599.179688,0.471654326,4.86E-05,0.097393024
12-01-2009,8599.259766,8602.599609,8421.080078,8473.969727,273550000,8473.969727,0.859156847,6.51E-05,0.141045137
13-01-2009,8474.610352,8522.080078,8376.879883,8448.55957,304050000,8448.55957,0.98886615,0.000248583,0.226488334
14-01-2009,8446.009766,8446.25,8140.720215,8200.139648,355050000,8200.139648,0.429267943,0.000116667,0.097812286
15-01-2009,8196.240234,8286.160156,7995.129883,8212.490234,436660000,8212.490234,0.965535939,0.005908447,0.373228957
16-01-2009,8215.669922,8341.200195,8109.339844,8281.219727,439360000,8281.219727,0.993253052,0.002882831,0.367637722
20-01-2009,8279.629883,8291.980469,7939.930176,7949.089844,419200000,7949.089844,0.797445774,0.004200163,0.24203728
21-01-2009,7949.169922,8243.549805,7936.189941,8228.099609,410040000,8228.099609,0.99149102,0.005036582,0.515101638
22-01-2009,8224.429688,8224.830078,7957.140137,8122.799805,420040000,8122.799805,0.832131028,0.00029529,0.137789339
23-01-2009,8108.790039,8152.589844,7909.029785,8077.560059,370510000,8077.560059,0.532809675,0.000293521,0.08128326
26-01-2009,8078.040039,8231.679688,8023.160156,8116.029785,316720000,8116.029785,0.995054603,0.038928963,0.553094531
27-01-2009,8117.390137,8225.790039,8083.140137,8174.72998,247750000,8174.72998,0.963094056,0.009093098,0.475091442
28-01-2009,8175.930176,8405.870117,8175.930176,8375.450195,357940000,8375.450195,0.824369371,1.60E-05,0.195132368
29-01-2009,8373.05957,8373.139648,8137.939941,8149.009766,247450000,8149.009766,0.54740262,4.54E-05,0.084488853
30-01-2009,8149.009766,8195.759766,7961.919922,8000.859863,303160000,8000.859863,0.940921307,0.004069284,0.308140706
02-02-2009,8000.620117,8000.620117,7867.370117,7936.75,293890000,7936.75,0.470195264,0.000378627,0.121191583
03-02-2009,7936.990234,8111.569824,7905.52002,8078.359863,313090000,8078.359863,0.988154292,0.014546641,0.314201218
04-02-2009,8070.319824,8162.149902,7929.259766,7956.660156,345520000,7956.660156,0.496823758,0.000163516,0.094362099
05-02-2009,7954.830078,8107.830078,7845.310059,8063.069824,390980000,8063.069824,0.986838281,0.010813051,0.492757563
06-02-2009,8056.379883,8312.370117,8052.240234,8280.589844,396380000,8280.589844,0.997576892,0.004462013,0.420657943
09-02-2009,8281.379883,8315.070312,8196.240234,8270.870117,289280000,8270.870117,0.942203045,0.000443002,0.204957595
10-02-2009,8269.360352,8269.44043,7848.740234,7888.879883,449890000,7888.879883,0.973285079,0.002518101,0.190884915
11-02-2009,7887.049805,7983.740234,7852.160156,7939.529785,270280000,7939.529785,0.999625444,0.006374978,0.371786869
12-02-2009,7931.970215,7938.819824,7693.97998,7932.759766,331960000,7932.759766,0.638145149,3.51E-05,0.16928101
13-02-2009,7933,7970.839844,7840.450195,7850.410156,251960000,7850.410156,0.964580774,0.002728089,0.110049657
17-02-2009,7845.629883,7845.629883,7551.009766,7552.600098,332850000,7552.600098,0.810808003,0.000233047,0.09497437
18-02-2009,7546.350098,7617.759766,7479.970215,7555.629883,268220000,7555.629883,0.998009503,0.032647103,0.418278933
19-02-2009,7555.22998,7614.970215,7447.549805,7465.950195,301480000,7465.950195,0.753310382,0.007578259,0.168418885
20-02-2009,7461.490234,7469.290039,7249.470215,7365.669922,584900000,7365.669922,0.97404635,0.005070528,0.252742973
23-02-2009,7365.990234,7441.02002,7105.939941,7114.779785,406150000,7114.779785,0.621967435,0.001890039,0.153446267
24-02-2009,7115.339844,7378.970215,7114.299805,7350.939941,468010000,7350.939941,0.951503694,0.017666271,0.434797901
25-02-2009,7349.580078,7404.939941,7156.680176,7270.890137,450270000,7270.890137,0.803574383,0.001089454,0.092362983
26-02-2009,7269.060059,7402.310059,7173.560059,7182.080078,321300000,7182.080078,0.848616898,0.003719757,0.151631861
27-02-2009,7180.970215,7195.459961,7033.620117,7062.930176,667950000,7062.930176,0.872017503,0.000214703,0.072914183
02-03-2009,7056.47998,7058.950195,6755.169922,6763.290039,568670000,6763.290039,0.804178834,2.30E-05,0.122818086
03-03-2009,6764.810059,6855.290039,6705.629883,6726.02002,445280000,6726.02002,0.68803376,6.67E-05,0.104060734
04-03-2009,6726.5,6979.220215,6726.419922,6875.839844,464830000,6875.839844,0.988661051,0.0023812,0.624940476
05-03-2009,6874.009766,6874.009766,6544.100098,6594.439941,509770000,6594.439941,0.832203686,0.000347726,0.195958727
06-03-2009,6595.160156,6755.169922,6469.950195,6626.939941,425170000,6626.939941,0.993040681,0.023805641,0.418040296
09-03-2009,6625.740234,6709.609863,6516.859863,6547.049805,365990000,6547.049805,0.915189028,0.000107586,0.19848917
10-03-2009,6547.009766,6926.490234,6546.609863,6926.490234,640020000,6926.490234,0.990755737,0.002242067,0.55273917
11-03-2009,6923.129883,7015.060059,6867.549805,6930.399902,524430000,6930.399902,0.995324969,0.00231964,0.267437878
12-03-2009,6932.390137,7184.709961,6872.25,7170.060059,488690000,7170.060059,0.976312876,0.013560861,0.340315547
13-03-2009,7167.350098,7242.620117,7105.859863,7223.97998,479010000,7223.97998,0.99742198,0.009106888,0.432332955
16-03-2009,7225.330078,7392.910156,7206.850098,7216.970215,586970000,7216.970215,0.983568728,5.73E-07,0.203529944
17-03-2009,7218,7396.810059,7172.049805,7395.700195,391880000,7395.700195,0.998011589,0.004550023,0.348055235
18-03-2009,7395.700195,7571.640137,7257.27002,7486.580078,584110000,7486.580078,0.967924297,0.008789015,0.254111256
19-03-2009,7489.680176,7548.459961,7369.259766,7400.799805,559920000,7400.799805,0.820847631,5.95E-05,0.145122759
20-03-2009,7402.310059,7460.930176,7257.830078,7278.379883,672950000,7278.379883,0.696607769,0.001190367,0.150465399
23-03-2009,7279.25,7780.720215,7278.779785,7775.859863,515600000,7775.859863,0.985058427,0.001525619,0.408316049
24-03-2009,7773.470215,7796.569824,7646.990234,7659.970215,379670000,7659.970215,0.77783078,6.97E-05,0.14753441
25-03-2009,7659.810059,7863.629883,7550.060059,7749.810059,454090000,7749.810059,0.991932213,0.010898935,0.439986506
26-03-2009,7752.359863,7931.330078,7752.279785,7924.560059,397260000,7924.560059,0.817967057,0.002438906,0.263976594
27-03-2009,7922.569824,7922.569824,7735.950195,7776.180176,323650000,7776.180176,0.860688925,3.19E-06,0.083850473
30-03-2009,7773.310059,7773.390137,7437.589844,7522.02002,383260000,7522.02002,0.600186646,0.000408607,0.109294716
31-03-2009,7523.77002,7725.359863,7523.450195,7608.919922,399840000,7608.919922,0.997024715,0.006386672,0.501854475
01-04-2009,7606.129883,7789,7483.870117,7761.600098,361340000,7761.600098,0.744328499,0.003517478,0.17656431
02-04-2009,7763.990234,8075.72998,7763.990234,7978.080078,442820000,7978.080078,0.952597857,0.001439542,0.45204059
03-04-2009,7980.629883,8019.5,7897.240234,8017.589844,308210000,8017.589844,0.999188006,0.004023328,0.350250704
06-04-2009,8016.160156,8016.160156,7862.200195,7975.850098,247400000,7975.850098,0.915049672,0.000128508,0.204206851
07-04-2009,7968.919922,7969.080078,7762.080078,7789.560059,276920000,7789.560059,0.950379491,0.000211802,0.17790499
08-04-2009,7788.680176,7887.52002,7750.850098,7837.109863,255350000,7837.109863,0.994315445,0.003481414,0.448430819
09-04-2009,7839.890137,8087.279785,7839.890137,8083.379883,462060000,8083.379883,0.953793705,0.025517076,0.441663984
13-04-2009,8082.02002,8113.410156,7963.75,8057.810059,424250000,8057.810059,0.93567884,0.009024313,0.245999208
14-04-2009,8057.410156,8057.410156,7902.259766,7920.180176,513010000,7920.180176,0.967676222,0.000604325,0.235720846
15-04-2009,7914.919922,8041.319824,7870.47998,8029.620117,413280000,8029.620117,0.996167839,0.008154687,0.420427731
16-04-2009,8029.140137,8168.120117,7962.709961,8125.430176,359470000,8125.430176,0.993388534,0.00256505,0.43866412
17-04-2009,8125.430176,8190.660156,8086.879883,8131.330078,537670000,8131.330078,0.996041775,0.03207225,0.452284959
20-04-2009,8128.939941,8128.939941,7840.450195,7841.72998,453660000,7841.72998,0.852063596,0.000201266,0.12000169
21-04-2009,7841.72998,7979.200195,7791.950195,7969.560059,424030000,7969.560059,0.998805642,0.010736348,0.534211783
22-04-2009,7964.779785,8044.830078,7868.009766,7886.569824,387030000,7886.569824,0.769352138,0.000503406,0.095380482
23-04-2009,7886.810059,7979.439941,7804.209961,7957.060059,327240000,7957.060059,0.98526448,0.02863468,0.410499809
24-04-2009,7957.450195,8127.5,7957.450195,8076.290039,402720000,8076.290039,0.998663783,0.008058324,0.390914922
27-04-2009,8073.819824,8122.560059,7987.160156,8025,282990000,8025,0.461219221,0.000257851,0.105852162
28-04-2009,8023.560059,8091.660156,7938.97998,8016.950195,274710000,8016.950195,0.667679667,0.000375571,0.146124085
29-04-2009,8018.310059,8257.570312,8017.910156,8185.72998,300340000,8185.72998,0.986218035,0.000755371,0.469832451
30-04-2009,8188.509766,8307.509766,8136.899902,8168.120117,341400000,8168.120117,0.767996132,3.69E-05,0.180158906
01-05-2009,8167.410156,8219.80957,8099.310059,8212.410156,237360000,8212.410156,0.992414415,0.002170234,0.346111694
04-05-2009,8213.599609,8434.860352,8213.599609,8426.740234,354490000,8426.740234,0.990729988,0.00176512,0.43123999
05-05-2009,8425.549805,8458.120117,8362.780273,8410.650391,311490000,8410.650391,0.784568131,0.000338732,0.150168225
06-05-2009,8403.480469,8518.570312,8403,8512.280273,454480000,8512.280273,0.997831881,0.006845084,0.439388892
07-05-2009,8512.280273,8577.19043,8358,8409.849609,476640000,8409.849609,0.604565144,0.000560796,0.177393932
08-05-2009,8410.730469,8587.549805,8410.730469,8574.650391,428420000,8574.650391,0.991707385,0.008167443,0.348861909
11-05-2009,8569.230469,8569.230469,8410.330078,8418.769531,332630000,8418.769531,0.4608275,0.000982654,0.087453915
12-05-2009,8419.169922,8517.459961,8365.650391,8469.110352,334840000,8469.110352,0.947436035,0.036442354,0.476594423
13-05-2009,8461.799805,8462.040039,8262.429688,8284.889648,336930000,8284.889648,0.977715254,2.02E-05,0.188497205
14-05-2009,8285.919922,8376.639648,8273.900391,8331.320312,323800000,8331.320312,0.986270368,0.01013664,0.562172733
15-05-2009,8326.219727,8394.959961,8230.169922,8268.639648,308820000,8268.639648,0.9372226,0.000868974,0.154593273
18-05-2009,8270.150391,8511.879883,8270.150391,8504.080078,288280000,8504.080078,0.992498815,0.005172322,0.322589498
19-05-2009,8502.480469,8538.009766,8463.540039,8474.849609,277710000,8474.849609,0.841278613,0.000361428,0.163788229
20-05-2009,8471.820312,8591.929688,8405.469727,8422.040039,468640000,8422.040039,0.651040494,0.000236434,0.162411551
21-05-2009,8416.070312,8416.150391,8221.009766,8292.129883,302280000,8292.129883,0.965921164,0.00034485,0.250026852
22-05-2009,8292.209961,8364.139648,8257.169922,8277.320312,244190000,8277.320312,0.785327375,1.04E-05,0.134656646
26-05-2009,8277.320312,8495.709961,8226.900391,8473.490234,314760000,8473.490234,0.980356991,0.016400041,0.411740562
27-05-2009,8473.650391,8496.589844,8289.349609,8300.019531,285990000,8300.019531,0.971432507,7.80E-05,0.18427732
28-05-2009,8300.5,8434.620117,8246.580078,8403.799805,290730000,8403.799805,0.969662786,0.012940337,0.589526427
29-05-2009,8404.040039,8522.950195,8368.519531,8500.330078,361910000,8500.330078,0.996052086,0.021610307,0.35489892
01-06-2009,8501.530273,8760.700195,8501.290039,8721.44043,354830000,8721.44043,0.992143631,0.011713577,0.455676593
02-06-2009,8721.599609,8787.129883,8693.719727,8740.870117,257560000,8740.870117,0.996434212,0.000634701,0.489912251
03-06-2009,8740.070312,8740.389648,8598.379883,8675.240234,252160000,8675.240234,0.697494924,0.002639802,0.147845295
04-06-2009,8675.280273,8751.25,8634.570312,8750.240234,237800000,8750.240234,0.994995356,0.007939542,0.430115186
05-06-2009,8751.75,8839.400391,8700.410156,8763.129883,254970000,8763.129883,0.953321755,0.008997054,0.516554567
08-06-2009,8759.349609,8823.969727,8633.070312,8764.490234,189630000,8764.490234,0.996236145,0.008933141,0.463968382
09-06-2009,8764.830078,8803.259766,8725.120117,8763.05957,187930000,8763.05957,0.215561479,9.99E-05,0.066482958
10-06-2009,8763.660156,8834.929688,8639.950195,8739.019531,219920000,8739.019531,0.900358558,0.000585485,0.178734601
11-06-2009,8736.230469,8877.929688,8736.230469,8770.919922,249900000,8770.919922,0.963239133,0.007494113,0.450037883
12-06-2009,8770.009766,8805.530273,8716.730469,8799.259766,164020000,8799.259766,0.998705149,0.023521464,0.447025011
15-06-2009,8798.5,8798.5,8577.900391,8612.129883,230220000,8612.129883,0.477248251,0.000232915,0.083854952
16-06-2009,8612.44043,8643.650391,8499.379883,8504.669922,240690000,8504.669922,0.547861218,0.000105076,0.074911751
17-06-2009,8504.360352,8563.009766,8461.290039,8497.179688,237870000,8497.179688,0.415618747,0.000127132,0.08327658
18-06-2009,8496.730469,8590.519531,8475.120117,8555.599609,220050000,8555.599609,0.974890172,0.000724269,0.359607299
19-06-2009,8556.959961,8616.589844,8496.730469,8539.730469,528710000,8539.730469,0.901813626,0.000354869,0.108559015
22-06-2009,8538.519531,8538.830078,8334.549805,8339.009766,291240000,8339.009766,0.289175719,0.000120766,0.081220677
23-06-2009,8340.44043,8370.900391,8286.410156,8322.910156,237150000,8322.910156,0.850085139,0.000170238,0.137687272
24-06-2009,8323.509766,8428.410156,8259.879883,8299.860352,189430000,8299.860352,0.680961728,0.000578108,0.097711004
25-06-2009,8299.25,8490.459961,8259.429688,8472.400391,222540000,8472.400391,0.997719109,0.001409377,0.43300664
26-06-2009,8468.540039,8468.769531,8401.360352,8438.389648,307640000,8438.389648,0.897477388,0.000848204,0.287422926
29-06-2009,8440.129883,8533.230469,8429.089844,8529.379883,216480000,8529.379883,0.999503136,0.018218204,0.399895846
30-06-2009,8528.929688,8560.44043,8393.950195,8447,233340000,8447,0.90191853,0.001192522,0.237233272
01-07-2009,8447.530273,8580.469727,8447.530273,8504.05957,184600000,8504.05957,0.998533964,0.001824532,0.488365845
02-07-2009,8503,8503.230469,8280.740234,8280.740234,157800000,8280.740234,0.95071131,0.004082329,0.284070502
06-07-2009,8280.740234,8327.969727,8205.990234,8324.870117,206900000,8324.870117,0.997397661,0.006978131,0.451784393
07-07-2009,8324.950195,8326.30957,8154.379883,8163.600098,210880000,8163.600098,0.860227108,0.000407571,0.142165306
08-07-2009,8163.600098,8219.519531,8087.189941,8178.410156,325250000,8178.410156,0.975607514,0.002858989,0.394602566
09-07-2009,8179.009766,8228.669922,8145.310059,8183.169922,192660000,8183.169922,0.999685884,0.004055925,0.403107515
10-07-2009,8182.490234,8183.850098,8093.310059,8146.52002,174260000,8146.52002,0.671672165,4.96E-05,0.077734305
13-07-2009,8146.52002,8331.679688,8130.419922,8331.679688,253520000,8331.679688,0.993879676,0.009043561,0.426058108
14-07-2009,8331.370117,8361.230469,8285.200195,8359.490234,189170000,8359.490234,0.996063292,0.028814415,0.467084049
15-07-2009,8363.950195,8628.230469,8363.950195,8616.209961,305000000,8616.209961,0.989893019,0.004687483,0.319013279
16-07-2009,8612.660156,8739.549805,8584.400391,8711.820312,216580000,8711.820312,0.999952197,0.008459686,0.450857176
17-07-2009,8711.889648,8754.290039,8674.410156,8743.94043,301410000,8743.94043,0.999687791,0.003837187,0.405749363
